1550937600,510,4933.0,2
1546185600,1208,5322.0,2
1546185600,1365,4786.0,2
1546185600,2665,6359.5,2
1546185600,510,4723.0,2
1546185600,1365,254.0,2
1546185600,1365,1114.0,2
1546185600,1365,473.0,2
1546185600,1365,13201.0,2
1545580800,916,196.0,2
1546185600,1365,4685.0,2
1550937600,3,4588.0,2
1550937600,237,1403.0,2
1550937600,1208,4279.0,2
1550937600,1365,4768.0,2
1550937600,1365,8710.0,2
1546185600,3,1573.0,2
1526918400,7723,7.5,7639
1546185600,1365,1849.0,2
1550937600,237,4104.5,2
1532620800,237,11980.0,2
1550937600,1365,11687.5,2
1550937600,1365,8922.0,2
1550937600,1365,6121.7,2
1550937600,1365,12514.0,2
1550937600,1365,7354.0,2
1550937600,1365,5932.5,2
1550937600,1365,7789.0,2
1550937600,237,3234.0,2
1550937600,1365,2156.5,2
1550937600,1365,1983.5,2
1550937600,1365,6392.5,2
1550937600,237,2464.0,2
1550937600,237,2928.0,2
1550937600,1365,2319.5,2
1550937600,2665,7722.5,2
1550937600,237,2719.0,2
1550937600,2464,8316.0,2
1550937600,237,5099.0,2
1550937600,1208,6611.0,2
1550937600,1208,7410.0,2
1550937600,1365,3057.0,2
1546099200,237,8151.0,2
1533052800,237,1486.0,2
1533052800,237,16218.0,2
1546185600,916,32316.0,2
1516377600,1365,500.0,2
1543852800,237,14810.5,2
1546185600,510,31992.0,2
1535731200,1365,2528.5,2
1535731200,1365,1083.5,2
1535731200,1365,1496.5,2
1546185600,3,3746.0,2
1523548800,9656,1000.0,8997
1546185600,1365,5138.0,2
1546185600,1365,164.5,2
1528300800,7300,600.0,7209
1532880000,510,2344.0,2
1532880000,3,200.0,2
1546185600,1365,16386.0,2
1540828800,2464,7785.0,2
1519833600,1365,5.0,2
1535644800,916,957.0,2
1531411200,2464,83807.0,2
1551283200,237,1695.0,2
1533657600,1365,252.0,2
1535644800,237,11415.0,2
1535644800,237,4074.0,2
1535644800,237,9584.0,2
1535644800,237,8023.0,2
1535644800,237,3805.0,2
1550937600,1365,2886.5,2
1543593600,237,3052.0,2
1519833600,1365,362.0,2
1550937600,1365,2512.0,2
1550937600,1365,5374.0,2
1550937600,1365,3496.5,2
1546185600,5437,2119.0,5209
1541174400,1365,12.0,2
1538496000,510,210.0,2
1538496000,1365,111.0,2
1517241600,9551,192.0,8997
1541001600,2464,669.0,2
1540828800,1208,14302.0,2
1546272000,2977,1278.0,2
1553961600,510,129.0,2
1522684800,8617,60.0,8584
1559404800,5328,2332.0,5209
1535644800,3,3188.0,2
1517241600,2103,5105.0,2
1517241600,3,1335.0,2
1544544000,237,160.0,2
1548950400,3,15908.0,2
1522598400,916,6460.0,2
1550937600,1365,2175.5,2
1550851200,916,2393.0,2
1535644800,237,8278.0,2
1535644800,237,7961.5,2
1535644800,916,6606.5,2
1546185600,916,950.0,2
1535644800,916,5062.0,2
1535644800,2464,3410.0,2
1517846400,6675,30.0,6622
1535644800,2464,4121.0,2
1535644800,237,8837.0,2
1535644800,3,4841.0,2
1535644800,237,4913.5,2
1515340800,6847,10.0,6846
1535644800,1365,2584.0,2
1518537600,7276,42.0,7209
1535644800,3,3670.5,2
1515081600,7917,22.5,7907
1543593600,6491,36.0,6490
1535644800,1208,3574.0,2
1535644800,3,6757.0,2
1535644800,3,709.5,2
1515427200,1990,22.0,2
1535644800,916,393.5,2
1535644800,3,662.0,2
1535644800,916,95.5,2
1522425600,9656,2310.0,8997
1535644800,3,840.0,2
1535644800,3,3607.0,2
1535644800,2464,651.5,2
1514995200,7351,200.0,7209
1517500800,7386,2.0,7385
1535644800,2464,370.5,2
1535644800,1365,175.5,2
1535644800,1365,276.5,2
1535644800,1365,44.5,2
1535644800,1208,366.5,2
1546185600,3,6153.0,2
1546185600,3,432.0,2
1526313600,6847,6.0,6846
1545753600,2464,1516.0,2
1556208000,3,4631.0,2
1556553600,510,4674.0,2
1532016000,1365,1110.5,2
1530374400,1365,108.0,2
1523462400,7386,40.0,7385
1527782400,10507,76.0,8997
1552924800,237,75841.5,2
1531584000,3,1083.4,2
1546185600,1365,2163.0,2
1551369600,2464,1254.0,2
1544544000,237,8.0,2
1545926400,6279,18551.5,6278
1543507200,7723,3314.0,7639
1532966400,237,494.0,2
1556380800,2464,3125.0,2
1526054400,7144,121.0,7053
1543507200,7723,2761.0,7639
1556294400,2464,811.0,2
1525795200,7386,819.0,7385
1527696000,8357,336.0,8356
1541001600,237,4367.0,2
1519142400,510,124.0,2
1544544000,237,26.0,2
1541606400,916,8743.0,2
1544544000,237,423.0,2
1535990400,2464,6233.0,2
1517241600,6507,240.0,6490
1517241600,6498,1874.0,6490